word,word_id
16-year-old,974
boy,975
newly,976
released,977
2017,978
Justified,979
Unjustified,980
Musk,981
Finally,982
Made,983
Ready-to-Deploy,984
Solar,985
Roof,986
Whistleblower,987
complaint,988
Coalition,989
Inspectors,990
General,991
slam,992
DOJ,993
opinion,994
Alleged,995
Supremacist,996
Lying,997
About,998
Hate,999
Group,1000
Membership,1001
Facility,1002
Job,1003
Fox,1004
News,1005
contributor,1006
'Most,1007
outcome,1008
run,1009
Troop,1010
Withdrawal,1011
Complicated,1012
Plans,1013
al-Baghdadi,1014
Raid,1015
lawmaker,1016
I,1017
heard,1018
single,1019
thing,1020
impeach,1021
Bannon,1022
Pelosi,1023
strategy,1024
'winning,1025
Ex-CIA,1026
spy,1027
flees,1028
Italy,1029
fearing,1030
safety,1031
paper,1032
Grid,1033
Sondland,1034
Surfaces,1035
Capitol,1036
Hill,1037
Review,1038
Every,1039
Russian,1040
National,1041
Should,1042
'Extremely,1043
Careful,1044
When,1045
Traveling,1046
Ambassador,1047
Arnold,1048
Schwarzenegger,1049
others,1050
forced,1051
evacuate,1052
wildfire,1053
MSU,1054
trustee,1055
Schlichting,1056
resigns,1057
cites,1058
frustration,1059
secrecy,1060
board,1061
Student,1062
whose,1063
abuse,1064
Move,1065
Toward,1066
Bringing,1067
Impeachment,1068
Inquiry,1069
Public,1070
Family,1071
slain,1072
hostage,1073
secretly,1074
met,1075
captors,1076
Iraq,1077
Kincade,1078
Fire,1079
Crews,1080
race,1081
ground,1082
another,1083
windstorm,1084
looms,1085
Cornell,1086
18,1087
gorge,1088
frat,1089
party,1090
Winter,1091
snow,1092
forecast,1093
week,1094
Denver,1095
Midwest,1096
Humana,1097
lay,1098
800,1099
employees,1100
Kentucky,1101
several,1102
states,1103
Mississippi,1104
writing,1105
S.O.S,1106
rocks,1107
Attorneys,1108
Assert,1109
Immunity,1110
Broad,1111
Sweep,1112
Law,1113
Michigan,1114
apples,1115
recalled,1116
eight,1117
possible,1118
Listeria,1119
contamination,1120
reportedly,1121
Communion,1122
South,1123
Carolina,1124
church,1125
stance,1126
abortion,1127
Naomi,1128
Wolf,1129
Book,1130
Been,1131
Canceled,1132
Presumably,1133
Major,1134
Errors,1135
Detroit,1136
Council,1137
ca,1138
return,1139
Kilpatrick,1140
era,1141
Time,1142
end,1143
email,1144
deletions,1145
Greg,1146
Cote,1147
Disgraced,1148
referee,1149
Tim,1150
Donaghy,1151
opens,1152
game-fixing,1153
scandal,1154
caused,1155
Roger,1156
Stone,1157
raising,1158
funds,1159
defense,1160
trial,1161
begins,1162
public,1163
confirmations,1164
quid,1165
pro,1166
quo,1167
America,1168
middle,1169
class,1170
addicted,1171
kind,1172
credit,1173
Boeing,1174
Manager,1175
Sought,1176
Halt,1177
737,1178
Max,1179
Production,1180
Safety,1181
Witherspoon,1182
Comedian,1183
'Friday,1184
77,1185
Latest,1186
Australia,1187
shark,1188
sparks,1189
tourism,1190
concerns,1191
In,1192
leaders,1193
struggle,1194
heads,1195
circus,1196
Chuck,1197
Schumer,1198
wants,1199
whistleblower,1200
protections,1201
expert,1202
Alexander,1203
Power,1204
company,1205
responsible,1206
destructive,1207
fires,1208
history,1209
Billionaire,1210
ugly,1211
divorce,1212
ignites,1213
spectacular,1214
art,1215
trove,1216
Chile,1217
Cancels,1218
Summit,1219
Where,1220
Had,1221
Hoped,1222
Sign,1223
Accord,1224
Lindsay,1225
Lohan,1226
dad,1227
weighs,1228
relationship,1229
Saudi,1230
crown,1231
prince,1232
hosts,1233
want,1234
non-disclosure,1235
agreements,1236
tweets,1237
fake,1238
image,1239
medal,1240
around,1241
dog,1242
raid,1243
first-round,1244
pick,1245
Farmer,1246
sex,1247
sting,1248
operation,1249
Mitt,1250
Romney,1251
paying,1252
college,1253
athletes,1254
'driving,1255
Ferraris,1256
Ethics,1257
war,1258
brewing,1259
Gaetz,1260
files,1261
Second,1262
powerful,1263
Enes,1264
Kanter,1265
rips,1266
Rep.,1267
Ilhan,1268
Omar,1269
opposing,1270
sanctions,1271
Turkey,1272
rescue,1273
abducted,1274
teen,1275
34-year-old,1276
taken,1277
custody,1278
Fundraiser,1279
posts,1280
3,1281
bond,1282
finance,1283
charges,1284
Obama,1285
call-out,1286
culture,1287
That,1288
activism,1289
Casts,1290
Doubts,1291
Long-Term,1292
Trade,1293
Deal,1294
Possible,1295
Warriors,1296
Stephen,1297
Curry,1298
nightmare,1299
Simi,1300
Valley,1301
wine,1302
country,1303
extreme,1304
explosive,1305
maintain,1306
hold,1307
Trump-Zelensky,1308
'consistent,1309
administration,1310
Surfing,1311
executive,1312
sentenced,1313
admissions,1314
scam,1315
Anxious,1316
Cooped,1317
Up,1318
1.5,1319
Million,1320
Kashmiri,1321
Children,1322
Are,1323
Still,1324
Out,1325
School,1326
Apple,1327
laying,1328
groundwork,1329
iPhone,1330
subscription,1331
alcohol,1332
poisoning,1333
UC,1334
Irvine,1335
fraternity,1336
brother,1337
Department,1338
agrees,1339
turn,1340
documents,1341
potentially,1342
providing,1343
fodder,1344
snowstorm,1345
wallops,1346
Furman,1347
football,1348
player,1349
drawing,1350
swastikas,1351
bringing,1352
campus,1353
investigating,1354
killed,1355
interview,1356
US,1357
diplomat,1358
python,1359
wrapped,1360
neck,1361
140,1362
snakes,1363
'reptile,1364
home,1365
Jersey,1366
sues,1367
waiter,1368
spilling,1369
Hermès,1370
handbag,1371
Walmart,1372
discriminating,1373
reserve,1374
Clippers,1375
beat,1376
Spurs,1377
scored,1378
38,1379
team,1380
Penn,1381
investigation,1382
Sandusky,1383
sexual,1384
allegation,1385
Flooding,1386
East,1387
Africa,1388
affects,1389
1,1390
University,1391
Jesuit,1392
joins,1393
Catholic,1394
schools,1395
closing,1396
due,1397
threat,1398
Outrage,1399
Spain,1400
verdict,1401
gang,1402
Elon,1403
going,1404
offline,1405
questioning,1406
Twitter,1407
dies,1408
trying,1409
save,1410
sons,1411
rip,1412
current,1413
trip,1414
cheese,1415
shop,1416
helps,1417
unravel,1418
persons,1419
case,1420
Maria,1421
rural,1422
Southern,1423
avocado,1424
citrus,1425
crops,1426
Joshua,1427
Tree,1428
turns,1429
tree,1430
Two,1431
climbing,1432
steep,1433
icy,1434
mountain,1435
Generations,1436
Lose,1437
Wildfire,1438
Destroys,1439
Ranch,1440
Irving,1441
double-double,1442
lifts,1443
Nets,1444
past,1445
Harden,1446
Rockets,1447
There,1448
unspoken,1449
pact,1450
narcos,1451
civilians,1452
El,1453
Chapo,1454
son,1455
captured,1456
Exxon,1457
profit,1458
plummets,1459
plenty,1460
oil,1461
Alaska,1462
mine,1463
generate,1464
billion,1465
risk,1466
salmon,1467
Got,1468
Lung,1469
Cancer,1470
31,1471
Ever,1472
Smoking,1473
Single,1474
Cigarette,1475
Special,1476
working-class,1477
Hong,1478
Kong,1479
neighborhood,1480
protests,1481
hit,1482
shrinking,1483
Japanese,1484
town,1485
plan,1486
Give,1487
away,1488
houses,1489
free,1490
Ex-VA,1491
Secretary,1492
Shulkin,1493
discovered,1494
ouster,1495
memo,1496
left,1497
copier,1498
last,1499
stubborn,1500
Bad,1501
Company,1502
NGs,1503
wing,1504
cracks,1505
captures,1506
terrifying,1507
moment,1508
slips,1509
Canyon,1510
wages,1511
coast-to-coast,1512
tax,1513
returns,1514
hidden,1515
UAW,1516
Gary,1517
leave,1518
absence,1519
corruption,1520
escalates,1521
teenage,1522
girls,1523
Missouri,1524
Federal,1525
agency,1526
advises,1527
parents,1528
inclined,1529
sleepers,1530
73,1531
infant,1532
Donald,1533
gets,1534
mixed,1535
reaction,1536
UFC,1537
244,1538
historic,1539
milestone,1540
MMA,1541
Arizona,1542
'Wizard,1543
Rock,1544
1-ton,1545
boulder,1546
mysteriously,1547
York,1548
Senator,1549
Mocks,1550
Making,1551
Home,1552
Jr,1553
Fires,1554
Back,1555
Indian,1556
capital,1557
Delhi,1558
gasps,1559
choking,1560
smog,1561
homeless,1562
criminalize,1563
Las,1564
Vegas,1565
debates,1566
sleeping,1567
ban,1568
29,1569
bus,1570
Paris,1571
London,1572
flips,1573
France,1574
defends,1575
border,1576
wall,1577
design,1578
report,1579
smugglers,1580
sawing,1581
Mojave,1582
River,1583
Dam,1584
fail,1585
storm,1586
put,1587
"300,000",1588
flood,1589
Bette,1590
Midler,1591
mocks,1592
admission,1593
swept,1594
flooding,1595
upstate,1596
Norway,1597
arrests,1598
white,1599
supremacist,1600
ahead,1601
far-right,1602
conference,1603
Foster,1604
mom,1605
alleged,1606
illegal,1607
adoption,1608
scheme,1609
surrounding,1610
All,1611
lifted,1612
Eisenhower,1613
High,1614
Band,1615
Director,1616
Resigns,1617
Amid,1618
Allegations,1619
He,1620
Sent,1621
Inappropriate,1622
Emails,1623
anchor,1624
body-shaming,1625
'mighty,1626
TV,1627
Norman,1628
upset,1629
Tiger,1630
Woods,1631
handwritten,1632
Maybe,1633
dislikes,1634
Embattled,1635
Marie,1636
Yovanovich,1637
Advised,1638
Praise,1639
prosecutor,1640
discussed,1641
Bidens,1642
-,1643
corrupt,1644
build,1645
resort,1646
Novi,1647
Identify,1648
Suspects,1649
Threats,1650
Against,1651
Central,1652
pledges,1653
2.5,1654
address,1655
affordable,1656
housing,1657
problem,1658
denies,1659
knowing,1660
lobbyist,1661
boasted,1662
inside,1663
access,1664
Ex-evangelical,1665
pastor,1666
supporting,1667
'damaging,1668
vow,1669
delay,1670
witnesses,1671
ignore,1672
subpoenas,1673
Madison,1674
Heights,1675
chemical,1676
1.45M,1677
owner,1678
sent,1679
Puerto,1680
Rico,1681
Sen.,1682
Abel,1683
Nazario,1684
bribery,1685
Lufthansa,1686
strike,1687
cancels,1688
"1,300",1689
flights,1690
stranding,1691
thousands,1692
bathrooms,1693
Clinton,1694
labor,1695
Bezos,1696
mansion,1697
make,1698
soaking,1699
rich,1700
Vice,1701
Ashton,1702
Corruption,1703
trio,1704
represent,1705
Judge,1706
strikes,1707
rule,1708
religious,1709
objections,1710
Catherine,1711
Deneuve,1712
Hospitalized,1713
Mild,1714
Stroke,1715
1.2M,1716
project,1717
would,1718
daylight,1719
creek,1720
golf,1721
course,1722
Dangerous,1723
fugitive,1724
caught,1725
authorities,1726
Who,1727
Flipped,1728
Won,1729
Election,1730
Virginia,1731
George,1732
Conway,1733
Alone,1734
Proves,1735
'Committed,1736
Impeachable,1737
Offense,1738
Lawyers,1739
Hawaii,1740
falling,1741
lava,1742
tube,1743
yard,1744
Yangtze,1745
region,1746
severe,1747
drought,1748
affecting,1749
production,1750
EU,1751
ambassador,1752
miraculous,1753
'now,1754
remember,1755
transcripts,1756
reveal,1757
consistent,1758
damaging,1759
narrative,1760
Girlfriend,1761
fiancee,1762
Reality,1763
O'Leary,1764
sued,1765
wrongful,1766
boat,1767
Canada,1768
backwoods,1769
adopts,1770
camping,1771
streets,1772
sidewalks,1773
Longtime,1774
Baptist,1775
confessing,1776
sexually,1777
abused,1778
relative,1779
decades,1780
ago,1781
sin,1782
firefighter,1783
banked,1784
"360,010",1785
overtime,1786
pay,1787
city,1788
audit,1789
finds,1790
15,1791
Found,1792
Alive,1793
Truck,1794
U.K.,1795
Authorities,1796
39,1797
Migrants,1798
Dead,1799
Weeks,1800
Earlier,1801
discussing,1802
multiple,1803
articles,1804
Meghan,1805
McCain,1806
confronts,1807
Jr.,1808
hurt,1809
lot,1810
DE,1811
Chase,1812
Young,1813
miss,1814
Maryland,1815
'due,1816
NCAA,1817
issue,1818
Iowan,1819
convicted,1820
life-sentence,1821
served,1822
died,1823
revived,1824
medical,1825
court,1826
disagrees,1827
Unreasonable,1828
Lengths,1829
Restaurant,1830
Workers,1831
Go,1832
Take,1833
orders,1834
northern,1835
Pentagon,1836
downplays,1837
possibility,1838
Hailey,1839
Baldwin,1840
wore,1841
three,1842
show-stopping,1843
dresses,1844
wedding,1845
unique,1846
twist,1847
Frequent,1848
Urination,1849
At,1850
Serious,1851
Health,1852
Problem,1853
French,1854
Grandmother,1855
Clever,1856
Trick,1857
Keeping,1858
Fruit,1859
Flies,1860
Away,1861
outfit,1862
Duchess,1863
Kate,1864
worn,1865
Boston,1866
cream,1867
pie,1868
became,1869
beloved,1870
dessert,1871
1993,1872
cold,1873
identified,1874
DNA,1875
These,1876
11,1877
classic,1878
food-court,1879
locations,1880
Women,1881
Reveal,1882
Exactly,1883
They,1884
Six-Pack,1885
Abs,1886
took,1887
96,1888
hours,1889
ride,1890
Amtrak,1891
train,1892
coast,1893
'd,1894
heartbeat,1895
cop,1896
serve,1897
jail,1898
accidentally,1899
killing,1900
training,1901
exercise,1902
Kobach,1903
Kansan,1904
known,1905
post,1906
racist,1907
nationalist,1908
site,1909
feuds,1910
Susan,1911
Rice,1912
Tamron,1913
Hall,1914
'never,1915
dealt,1916
confessed,1917
Ex-Credit,1918
Suisse,1919
Banker,1920
Secret,1921
Affair,1922
Helped,1923
Fuel,1924
45,1925
Fraud,1926
identify,1927
2,1928
suspects,1929
Andre,1930
Emmett,1931
month,1932
car,1933
crashes,1934
driver,1935
3rd,1936
17,1937
Things,1938
Never,1939
During,1940
Conversation,1941
Baby,1942
Bare,1943
Allegedly,1944
Leaked,1945
Photo,1946
Cell,1947
Phone,1948
Forces,1949
Flight,1950
Diversion,1951
Ireland,1952
4,1953
every,1954
retiree,1955
Katie,1956
send,1957
cease-and-desist,1958
DailyMail.com,1959
nude,1960
photos,1961
Feelings,1962
Mark,1963
Micro-Bangs,1964
Items,1965
sharing,1966
right,1967
Predicting,1968
10,1969
undefeated,1970
teams,1971
9,1972
Middleton,1973
Takes,1974
Prince,1975
Princess,1976
Charlotte,1977
Shopping,1978
Local,1979
Supermarket,1980
network,1981
28,1982
one-bed,1983
hotels,1984
Amsterdam,1985
called,1986
beautifully,1987
designed,1988
hotel,1989
consists,1990
series,1991
converted,1992
bridge,1993
Eva,1994
Longoria,1995
'Latinas,1996
Last,1997
Their,1998
Voices,1999
Amplified,2000
Gave,2001
Love,2002
And,2003
Decisions,2004
Third,2005
employee,2006
growing,2007
LGBTQ,2008
staff,2009
entertainer,2010
Todrick,2011
piling,2012
stories,2013
nonpayment,2014
backlash,2015
assault,2016
Am,2017
Unapologetically,2018
Raising,2019
My,2020
Daughter,2021
Religion,2022
Arrest,2023
Motorcyclist,2024
Led,2025
High-Speed,2026
Went,2027
Thinking,2028
Escaped,2029
Edmonds,2030
Nanny,2031
Denies,2032
Cheating,2033
reveals,2034
cruise,2035
ship,2036
top,2037
female,2038
comedians,2039
working,2040
film,2041
Reasons,2042
Destin,2043
Great,2044
Vacation,2045
Destination,2046
"2,000-pound",2047
great,2048
swimming,2049
Kay,2050
Hagan,2051
66,2052
Miranda,2053
Lambert,2054
Shares,2055
Surprising,2056
Story,2057
Brendan,2058
McLoughlin,2059
Meet-Cute,2060
Colorado,2061
Mom,2062
Touching,2063
Post,2064
Beautifully,2065
Explains,2066
Suffer,2067
Silence,2068
Jameela,2069
Jamil,2070
Called,2071
Show,2072
Judges,2073
Decide,2074
If,2075
Contestants,2076
Deserve,2077
Plastic,2078
Surgery,2079
Ingredient,2080
Sausage,2081
Gravy,2082
Texts,2083
Father,2084
Years,2085
Receives,2086
Emotional,2087
Reply,2088
habits,2089
wreck,2090
finances,2091
beyond,2092
repair,2093
goes,2094
tear,2095
condemns,2096
fails,2097
physical,2098
experiencing,2099
discomfort,2100
helmet,2101
Your,2102
Hormones,2103
Weight,2104
Medication,2105
Could,2106
Killing,2107
Katy,2108
Perry,2109
150k,2110
photo,2111
3-year-old,2112
pic,2113
all-inclusive,2114
resorts,2115
Restaurants,2116
Dealing,2117
Avalanche,2118
Requests,2119
Chef,2120
Enough,2121
Bill,2122
Plaschke,2123
Mike,2124
Bohn,2125
brings,2126
USC,2127
integrity,2128
means,2129
hire,2130
Debunking,2131
tabloid,2132
Nov.,2133
Carlos,2134
Beltran,2135
clear,2136
Mets,2137
learned,2138
nothing,2139
Mickey,2140
Callaway,2141
mess,2142
'race,2143
whisperer,2144
Secrets,2145
Olive,2146
Garden,2147
Does,2148
Want,2149
Know,2150
details,2151
Meg,2152
Ryan,2153
Mellencamp,2154
split,2155
plus,2156
Potter,2157
England,2158
Airbnb,2159
Rainbow,2160
Shawn,2161
Johnson,2162
Andrew,2163
Welcome,2164
1st,2165
Child,2166
Miscarriage,2167
Buffalo,2168
Wild,2169
Wings,2170
workers,2171
turning,2172
cheerleaders,2173
off-script,2174
help,2175
propose,2176
coach,2177
Members,2178
Plead,2179
Search,2180
Missing,2181
Atlanta,2182
College,2183
'Just,2184
Come,2185
Students,2186
Texas,2187
